Row ID,Orginal
3144,Skylar was having a hard time eating food because of tooth pain. Skylar went to the dentist to find out what was wrong. 
3145,Skylar was having a hard time eating food because of tooth pain. Skylar went to the dentist to find out what was wrong. 
3146,Skylar was having a hard time eating food because of tooth pain. Skylar went to the dentist to find out what was wrong. 
3147,---------------
3148,Kendall watched baseball every week to cheer for their favorite team. 
3149,Kendall watched baseball every week to cheer for their favorite team. 
3150,Kendall watched baseball every week to cheer for their favorite team. 
3151,---------------
3152,Aubrey worked their best and never received a raise. 
3153,Aubrey worked their best and never received a raise. 
3154,Aubrey worked their best and never received a raise. 
3155,---------------
3156,Riley was the best of friends with the boy with cancer. 
3157,Riley was the best of friends with the boy with cancer. 
3158,Riley was the best of friends with the boy with cancer. 
3159,---------------
3160,taylor just got hired but he was already best friends with a co-worker. 
3161,taylor just got hired but he was already best friends with a co-worker. 
3162,taylor just got hired but he was already best friends with a co-worker. 
3163,---------------
3164,Remy gave Skylar's Netflix account password to one of Remy's other friends. 
3165,Remy gave Skylar's Netflix account password to one of Remy's other friends. 
3166,Remy gave Skylar's Netflix account password to one of Remy's other friends. 
3167,---------------
3168,Skylar played some soccer with their friend after school that day and had fun. 
3169,Skylar played some soccer with their friend after school that day and had fun. 
3170,Skylar played some soccer with their friend after school that day and had fun. 
3171,---------------
3172,Addison was at the carnival and stopped at a game. Addison threw a pie on the character to win. 
3173,Addison was at the carnival and stopped at a game. Addison threw a pie on the character to win. 
3174,Addison was at the carnival and stopped at a game. Addison threw a pie on the character to win. 
3175,---------------
3176,Remy was playing a video game in their spare time. They prevented the enemies from engaging. 
3177,Remy was playing a video game in their spare time. They prevented the enemies from engaging. 
3178,Remy was playing a video game in their spare time. They prevented the enemies from engaging. 
3179,---------------
3180,Riley grew very suspicious of Jesse because they snuck out every night at 11 PM. 
3181,Riley grew very suspicious of Jesse because they snuck out every night at 11 PM. 
3182,Riley grew very suspicious of Jesse because they snuck out every night at 11 PM. 
3183,---------------
3184,Sydney felt so bad about the poor people and gave them a ton of money right away. 
3185,Sydney felt so bad about the poor people and gave them a ton of money right away. 
3186,Sydney felt so bad about the poor people and gave them a ton of money right away. 
3187,---------------
3188,Jesse walked Addison's dog because she was on vacation. 
3189,Jesse walked Addison's dog because she was on vacation. 
3190,Jesse walked Addison's dog because she was on vacation. 
3191,---------------
3192,Austin challenged Remy to a game of tennis at the city park on Saturday. 
3193,Austin challenged Remy to a game of tennis at the city park on Saturday. 
3194,Austin challenged Remy to a game of tennis at the city park on Saturday. 
3195,---------------
3196,Remy was telling a story and told it like Casey does. 
3197,Remy was telling a story and told it like Casey does. 
3198,Remy was telling a story and told it like Casey does. 
3199,---------------
3200,Kendall snatched the toy away and the baby started crying. 
3201,Kendall snatched the toy away and the baby started crying. 
3202,Kendall snatched the toy away and the baby started crying. 
3203,---------------
3204,Quinn showed it off to Casey's friends in the birthday party. 
3205,Quinn showed it off to Casey's friends in the birthday party. 
3206,Quinn showed it off to Casey's friends in the birthday party. 
3207,---------------
3208,Bailey told Alex to send the pdf because they didn't want to do it themselves. 
3209,Bailey told Alex to send the pdf because they didn't want to do it themselves. 
3210,Bailey told Alex to send the pdf because they didn't want to do it themselves. 
3211,---------------
3212,Remy decided enough was enough after only attempting the challenge once. 
3213,Remy decided enough was enough after only attempting the challenge once. 
3214,Remy decided enough was enough after only attempting the challenge once. 
3215,---------------
3216,Remy we out of her way to save the world from destruction. 
3217,Remy we out of her way to save the world from destruction. 
3218,Remy we out of her way to save the world from destruction. 
3219,---------------
3220,Robin asked Cameron if they had been out and Cameron shook their head no. 
3221,Robin asked Cameron if they had been out and Cameron shook their head no. 
3222,Robin asked Cameron if they had been out and Cameron shook their head no. 
3223,---------------
3224,riley came home and made some pie in the kitchen. 
3225,riley came home and made some pie in the kitchen. 
3226,riley came home and made some pie in the kitchen. 
3227,---------------
3228,Skylar was about to go down the tall water slide but her arms needed to be on her chest. 
3229,Skylar was about to go down the tall water slide but her arms needed to be on her chest. 
3230,Skylar was about to go down the tall water slide but her arms needed to be on her chest. 
3231,---------------
3232,Riley regarded Jesse with watchful eyes when she saw him steal from her store. 
3233,Riley regarded Jesse with watchful eyes when she saw him steal from her store. 
3234,Riley regarded Jesse with watchful eyes when she saw him steal from her store. 
3235,---------------
3236,Austin challenged Remy to a game of hide and seek outside in the woods. 
3237,Austin challenged Remy to a game of hide and seek outside in the woods. 
3238,Austin challenged Remy to a game of hide and seek outside in the woods. 
3239,---------------
3240,Taylor got drunk at their friend's party and become louder. 
3241,Taylor got drunk at their friend's party and become louder. 
3242,Taylor got drunk at their friend's party and become louder. 
3243,---------------
3244,Carson looked into Robin's eyes and shook her head no after asking Carson out. 
3245,Carson looked into Robin's eyes and shook her head no after asking Carson out. 
3246,Carson looked into Robin's eyes and shook her head no after asking Carson out. 
3247,---------------
3248,"Aubrey and her friends stayed up all night having a slumber party, the house is now a wreck. "
3249,"Aubrey and her friends stayed up all night having a slumber party, the house is now a wreck. "
3250,"Aubrey and her friends stayed up all night having a slumber party, the house is now a wreck. "
3251,---------------
3252,Quinn was worried about what the group was saying behind her back.  She depended on Taylor to tell her the truth. 
3253,Quinn was worried about what the group was saying behind her back.  She depended on Taylor to tell her the truth. 
3254,Quinn was worried about what the group was saying behind her back.  She depended on Taylor to tell her the truth. 
3255,---------------
3256,Jesse went camping with Addison's friends. 
3257,Jesse went camping with Addison's friends. 
3258,Jesse went camping with Addison's friends. 
3259,---------------
3260,Jesse was involved in a drug deal in a bad part of town. 
3261,Jesse was involved in a drug deal in a bad part of town. 
3262,Jesse was involved in a drug deal in a bad part of town. 
3263,---------------
3264,Remy carried their plan of egging and toilet papering the girls fraternity house into execution. 
3265,Remy carried their plan of egging and toilet papering the girls fraternity house into execution. 
3266,Remy carried their plan of egging and toilet papering the girls fraternity house into execution. 
3267,---------------
3268,Robin went with Jan's friends to the play and it was a big hoot. 
3269,Robin went with Jan's friends to the play and it was a big hoot. 
3270,Robin went with Jan's friends to the play and it was a big hoot. 
3271,---------------
3272,Kendall said that nobody was to use their phone. Jesse used Kendall's phone anyway. 
3273,Kendall said that nobody was to use their phone. Jesse used Kendall's phone anyway. 
3274,Kendall said that nobody was to use their phone. Jesse used Kendall's phone anyway. 
3275,---------------
3276,Carson's friend wanted something sweet to drink. Carson gave their friend some milk. 
3277,Carson's friend wanted something sweet to drink. Carson gave their friend some milk. 
3278,Carson's friend wanted something sweet to drink. Carson gave their friend some milk. 
3279,---------------
3280,Robin went to Jan's friend's school when she was being bullied at her school. 
3281,Robin went to Jan's friend's school when she was being bullied at her school. 
3282,Robin went to Jan's friend's school when she was being bullied at her school. 
3283,---------------
3284,"Kai has to give a presentation in their class but Kai was not prepared.  Therefore, Kai makes things up as they go along. "
3285,"Kai has to give a presentation in their class but Kai was not prepared.  Therefore, Kai makes things up as they go along. "
3286,"Kai has to give a presentation in their class but Kai was not prepared.  Therefore, Kai makes things up as they go along. "
3287,---------------
3288,Skylar and a friend played together. Skylar kept cheating to win no matter what. 
3289,Skylar and a friend played together. Skylar kept cheating to win no matter what. 
3290,Skylar and a friend played together. Skylar kept cheating to win no matter what. 
3291,---------------
3292,riley was happy to socialize with others so she talked to her friends. 
3293,riley was happy to socialize with others so she talked to her friends. 
3294,riley was happy to socialize with others so she talked to her friends. 
3295,---------------
3296,Jesse set Robin's suitcase on fire after their fight and messy breakup. 
3297,Jesse set Robin's suitcase on fire after their fight and messy breakup. 
3298,Jesse set Robin's suitcase on fire after their fight and messy breakup. 
3299,---------------
3300,Ash was finally able to redeem himself after the belly flop at the swimming pool last weekend. 
3301,Ash was finally able to redeem himself after the belly flop at the swimming pool last weekend. 
3302,Ash was finally able to redeem himself after the belly flop at the swimming pool last weekend. 
3303,---------------
3304,Alex answered Riley's question because he knew the answer. 
3305,Alex answered Riley's question because he knew the answer. 
3306,Alex answered Riley's question because he knew the answer. 
3307,---------------
3308,"Remy said he was the best chess player in the city, but Austin knew he was better. "
3309,"Remy said he was the best chess player in the city, but Austin knew he was better. "
3310,"Remy said he was the best chess player in the city, but Austin knew he was better. "
3311,---------------
3312,"Sasha's sister had a headache.  Therefore, they gave their sister some pills. "
3313,"Sasha's sister had a headache.  Therefore, they gave their sister some pills. "
3314,"Sasha's sister had a headache.  Therefore, they gave their sister some pills. "
3315,---------------
3316,Jesse set Robin's case on fire. Robin was very angry and called the cops on her. 
3317,Jesse set Robin's case on fire. Robin was very angry and called the cops on her. 
3318,Jesse set Robin's case on fire. Robin was very angry and called the cops on her. 
3319,---------------
3320,Aubrey had been sick for a long time and took medication for years. 
3321,Aubrey had been sick for a long time and took medication for years. 
3322,Aubrey had been sick for a long time and took medication for years. 
3323,---------------
3324,Aubrey was a mess so Robin knew that the clothes need changed before the event. 
3325,Aubrey was a mess so Robin knew that the clothes need changed before the event. 
3326,Aubrey was a mess so Robin knew that the clothes need changed before the event. 
3327,---------------
3328,Aubrey sounded good talking so they asked her to speak on behalf of the group. 
3329,Aubrey sounded good talking so they asked her to speak on behalf of the group. 
3330,Aubrey sounded good talking so they asked her to speak on behalf of the group. 
3331,---------------
3332,Alex is a firefighter. He helped Casey to escape the fire. 
3333,Alex is a firefighter. He helped Casey to escape the fire. 
3334,Alex is a firefighter. He helped Casey to escape the fire. 
3335,---------------
3336,Taylor pissed on Jesse's bonfire to put it out before it became out of control. 
