Row ID,Orginal
4192,Jan gave birth to her third child and the labor was especially painful and difficult. 
4193,Jan gave birth to her third child and the labor was especially painful and difficult. 
4194,Jan gave birth to her third child and the labor was especially painful and difficult. 
4195,---------------
4196,"After getting a feedback from their boss, Addison took their advice very seriously. "
4197,"After getting a feedback from their boss, Addison took their advice very seriously. "
4198,"After getting a feedback from their boss, Addison took their advice very seriously. "
4199,---------------
4200,"Sydney's mother brought them to the doctor's office for a shot. When it came time to get the shot, Sydney dug in their heels and refused. "
4201,"Sydney's mother brought them to the doctor's office for a shot. When it came time to get the shot, Sydney dug in their heels and refused. "
4202,"Sydney's mother brought them to the doctor's office for a shot. When it came time to get the shot, Sydney dug in their heels and refused. "
4203,---------------
4204,Skylar rubbed their hands together but the people still looked very cold. 
4205,Skylar rubbed their hands together but the people still looked very cold. 
4206,Skylar rubbed their hands together but the people still looked very cold. 
4207,---------------
4208,Cameron felt unhappy but playing with his puppy cheered him up. 
4209,Cameron felt unhappy but playing with his puppy cheered him up. 
4210,Cameron felt unhappy but playing with his puppy cheered him up. 
4211,---------------
4212,tracy brought the kids to the party and everyone found the kids to be annoying. 
4213,tracy brought the kids to the party and everyone found the kids to be annoying. 
4214,tracy brought the kids to the party and everyone found the kids to be annoying. 
4215,---------------
4216,"Riley knew she could not beat Kendall, but she had no alternative, so she fought Kendall in a battle. "
4217,"Riley knew she could not beat Kendall, but she had no alternative, so she fought Kendall in a battle. "
4218,"Riley knew she could not beat Kendall, but she had no alternative, so she fought Kendall in a battle. "
4219,---------------
4220,Jesse had a date with Cameron when her friend called to see if she wanted to go see Lady Gaga live. Instead of keeping her date Jesse stood Cameron up and went to the concert. 
4221,Jesse had a date with Cameron when her friend called to see if she wanted to go see Lady Gaga live. Instead of keeping her date Jesse stood Cameron up and went to the concert. 
4222,Jesse had a date with Cameron when her friend called to see if she wanted to go see Lady Gaga live. Instead of keeping her date Jesse stood Cameron up and went to the concert. 
4223,---------------
4224,Lee gave Taylor's friend a tip at the restaurant that night. 
4225,Lee gave Taylor's friend a tip at the restaurant that night. 
4226,Lee gave Taylor's friend a tip at the restaurant that night. 
4227,---------------
4228,Ash threw up their arms on the very fun roller coaster. 
4229,Ash threw up their arms on the very fun roller coaster. 
4230,Ash threw up their arms on the very fun roller coaster. 
4231,---------------
4232,Quinn handed the book back to the librarian before reading it. 
4233,Quinn handed the book back to the librarian before reading it. 
4234,Quinn handed the book back to the librarian before reading it. 
4235,---------------
4236,Lee found their friends outside and playing in the park nearby. 
4237,Lee found their friends outside and playing in the park nearby. 
4238,Lee found their friends outside and playing in the park nearby. 
4239,---------------
4240,Casey never received attention from boys so she went to go get a new haircut. 
4241,Casey never received attention from boys so she went to go get a new haircut. 
4242,Casey never received attention from boys so she went to go get a new haircut. 
4243,---------------
4244,It was almost time for Tracy to go to work. Robin left Tracy's home. 
4245,It was almost time for Tracy to go to work. Robin left Tracy's home. 
4246,It was almost time for Tracy to go to work. Robin left Tracy's home. 
4247,---------------
4248,Jordan affected children's happiness and wanted to be a foster parent. 
4249,Jordan affected children's happiness and wanted to be a foster parent. 
4250,Jordan affected children's happiness and wanted to be a foster parent. 
4251,---------------
4252,"ash could tell this person did not want to listen to him anymore, so he got to the point. "
4253,"ash could tell this person did not want to listen to him anymore, so he got to the point. "
4254,"ash could tell this person did not want to listen to him anymore, so he got to the point. "
4255,---------------
4256,Jesse lived with their wife to help with the bills and to be happy together. 
4257,Jesse lived with their wife to help with the bills and to be happy together. 
4258,Jesse lived with their wife to help with the bills and to be happy together. 
4259,---------------
