Row ID,Orginal
2620,Kendall bought anything required for a fun night on the town. 
2621,Kendall bought anything required for a fun night on the town. 
2622,Kendall bought anything required for a fun night on the town. 
2623,---------------
2624,Bailey picked out her baby's name months ago and was ready to give birth. 
2625,Bailey picked out her baby's name months ago and was ready to give birth. 
2626,Bailey picked out her baby's name months ago and was ready to give birth. 
2627,---------------
2628,Ash threw up their arms because their friend treated them disrespectfully while hanging out together. 
2629,Ash threw up their arms because their friend treated them disrespectfully while hanging out together. 
2630,Ash threw up their arms because their friend treated them disrespectfully while hanging out together. 
2631,---------------
2632,Robin let Carson explain themself because it only seemed fair to hear their side of the story. 
2633,Robin let Carson explain themself because it only seemed fair to hear their side of the story. 
2634,Robin let Carson explain themself because it only seemed fair to hear their side of the story. 
2635,---------------
2636,Sydney felt bad afterwards when she hurt her friend's feelings. 
2637,Sydney felt bad afterwards when she hurt her friend's feelings. 
2638,Sydney felt bad afterwards when she hurt her friend's feelings. 
2639,---------------
2640,Bailey was busy. They hired Tracy as an assistant to help them out. 
2641,Bailey was busy. They hired Tracy as an assistant to help them out. 
2642,Bailey was busy. They hired Tracy as an assistant to help them out. 
2643,---------------
2644,"Riley had their arms raised for most of the concert, but lowered them toward the end. "
2645,"Riley had their arms raised for most of the concert, but lowered them toward the end. "
2646,"Riley had their arms raised for most of the concert, but lowered them toward the end. "
2647,---------------
2648,"Cameron had a pain in their mouth that was not going away, they called the dentist. "
2649,"Cameron had a pain in their mouth that was not going away, they called the dentist. "
2650,"Cameron had a pain in their mouth that was not going away, they called the dentist. "
2651,---------------
2652,Casey was grading a paper that put effort in to the length. They took it into account. 
2653,Casey was grading a paper that put effort in to the length. They took it into account. 
2654,Casey was grading a paper that put effort in to the length. They took it into account. 
2655,---------------
2656,Kai handed back the mail after seeing if she got the check she was waiting for. 
2657,Kai handed back the mail after seeing if she got the check she was waiting for. 
2658,Kai handed back the mail after seeing if she got the check she was waiting for. 
2659,---------------
2660,Robing was rushing to clean the kitchen and accidentally left food out. 
2661,Robing was rushing to clean the kitchen and accidentally left food out. 
2662,Robing was rushing to clean the kitchen and accidentally left food out. 
2663,---------------
2664,"Sydney rubbed Addison's head, especially her eyebrows, trying to make her go to sleep. "
2665,"Sydney rubbed Addison's head, especially her eyebrows, trying to make her go to sleep. "
2666,"Sydney rubbed Addison's head, especially her eyebrows, trying to make her go to sleep. "
2667,---------------
2668,It was summertime and Bailey was tired of having hair on the back of their neck. Bailey went to a salon and had their hair chopped short. 
2669,It was summertime and Bailey was tired of having hair on the back of their neck. Bailey went to a salon and had their hair chopped short. 
2670,It was summertime and Bailey was tired of having hair on the back of their neck. Bailey went to a salon and had their hair chopped short. 
2671,---------------
2672,Cameron took Kai's complaints seriously and told Kai that they were in love with Kai. 
2673,Cameron took Kai's complaints seriously and told Kai that they were in love with Kai. 
2674,Cameron took Kai's complaints seriously and told Kai that they were in love with Kai. 
2675,---------------
2676,Tracy enjoyed constructing things and made a table. 
2677,Tracy enjoyed constructing things and made a table. 
2678,Tracy enjoyed constructing things and made a table. 
2679,---------------
2680,Robin took their history test seriously by studying hard the night before. 
2681,Robin took their history test seriously by studying hard the night before. 
2682,Robin took their history test seriously by studying hard the night before. 
2683,---------------
2684,Alex paid attention to the details when he took his school exam. 
2685,Alex paid attention to the details when he took his school exam. 
2686,Alex paid attention to the details when he took his school exam. 
2687,---------------
2688,Cameron rode Jan's motorcycle and thought they might get one for themself. 
2689,Cameron rode Jan's motorcycle and thought they might get one for themself. 
2690,Cameron rode Jan's motorcycle and thought they might get one for themself. 
2691,---------------
2692,"Riley was trying to defend themselves, but they were not able to get a word in edgeways. "
2693,"Riley was trying to defend themselves, but they were not able to get a word in edgeways. "
2694,"Riley was trying to defend themselves, but they were not able to get a word in edgeways. "
2695,---------------
2696,Carson got in his car and drove to visit his dad. 
2697,Carson got in his car and drove to visit his dad. 
2698,Carson got in his car and drove to visit his dad. 
2699,---------------
2700,Riley broke loose from the house. He thought he would never get out of there. 
2701,Riley broke loose from the house. He thought he would never get out of there. 
2702,Riley broke loose from the house. He thought he would never get out of there. 
2703,---------------
2704,Remy noticed that the people were about to fight. Remy prevented the people from engaging. 
2705,Remy noticed that the people were about to fight. Remy prevented the people from engaging. 
2706,Remy noticed that the people were about to fight. Remy prevented the people from engaging. 
2707,---------------
2708,Robin told Carson that they needed some help with moving to a new home. 
2709,Robin told Carson that they needed some help with moving to a new home. 
2710,Robin told Carson that they needed some help with moving to a new home. 
2711,---------------
2712,"Skylar wanted to go out without her mother's permission, so she pulled the wool over her eyes. "
2713,"Skylar wanted to go out without her mother's permission, so she pulled the wool over her eyes. "
2714,"Skylar wanted to go out without her mother's permission, so she pulled the wool over her eyes. "
2715,---------------
2716,Robin took it at face value after being misled before about the same subject. 
2717,Robin took it at face value after being misled before about the same subject. 
2718,Robin took it at face value after being misled before about the same subject. 
2719,---------------
2720,Taylor laid around and fell asleep. She woke up late for work. 
2721,Taylor laid around and fell asleep. She woke up late for work. 
2722,Taylor laid around and fell asleep. She woke up late for work. 
2723,---------------
2724,kai was overweight so he decided to spend several hours exercising. 
2725,kai was overweight so he decided to spend several hours exercising. 
2726,kai was overweight so he decided to spend several hours exercising. 
2727,---------------
2728,Riley regarded Jesse with suspicious eyes as Jesse was trying to put some food in his pocket at the store. 
2729,Riley regarded Jesse with suspicious eyes as Jesse was trying to put some food in his pocket at the store. 
2730,Riley regarded Jesse with suspicious eyes as Jesse was trying to put some food in his pocket at the store. 
2731,---------------
2732,Aubrey kept the baby up at night while she played loud music on her guitar. 
2733,Aubrey kept the baby up at night while she played loud music on her guitar. 
2734,Aubrey kept the baby up at night while she played loud music on her guitar. 
2735,---------------
2736,Sydney threw a big party because her friends and family were coming to town for vacation. 
2737,Sydney threw a big party because her friends and family were coming to town for vacation. 
2738,Sydney threw a big party because her friends and family were coming to town for vacation. 
2739,---------------
2740,Sydney ate their candy while they were at the movies and then ran out. 
2741,Sydney ate their candy while they were at the movies and then ran out. 
2742,Sydney ate their candy while they were at the movies and then ran out. 
2743,---------------
2744,Cameron took the children. He was a kidnapper and a child molester and the cops were on his trail. 
2745,Cameron took the children. He was a kidnapper and a child molester and the cops were on his trail. 
2746,Cameron took the children. He was a kidnapper and a child molester and the cops were on his trail. 
2747,---------------
2748,riley was hungry so she caught fish and made them in the kitchen. 
2749,riley was hungry so she caught fish and made them in the kitchen. 
2750,riley was hungry so she caught fish and made them in the kitchen. 
2751,---------------
2752,Riley cried after Jesse said something. 
2753,Riley cried after Jesse said something. 
2754,Riley cried after Jesse said something. 
2755,---------------
2756,Robin took into account the mitigating factors when considering the situation. 
2757,Robin took into account the mitigating factors when considering the situation. 
2758,Robin took into account the mitigating factors when considering the situation. 
2759,---------------
2760,Skylar could not hang the moon but they could turn silver into gold. 
2761,Skylar could not hang the moon but they could turn silver into gold. 
2762,Skylar could not hang the moon but they could turn silver into gold. 
2763,---------------
2764,Cameron took the children to school in the morning when they missed the bus. 
2765,Cameron took the children to school in the morning when they missed the bus. 
2766,Cameron took the children to school in the morning when they missed the bus. 
2767,---------------
2768,Sydney closed Sasha's mouth because Sasha was talking way too much. 
2769,Sydney closed Sasha's mouth because Sasha was talking way too much. 
2770,Sydney closed Sasha's mouth because Sasha was talking way too much. 
2771,---------------
2772,Jesse had made popcorn for Jesse and Lee. 
2773,Jesse had made popcorn for Jesse and Lee. 
2774,Jesse had made popcorn for Jesse and Lee. 
2775,---------------
2776,Austin blew smoke after smoking on a cigarette for a few seconds. 
2777,Austin blew smoke after smoking on a cigarette for a few seconds. 
2778,Austin blew smoke after smoking on a cigarette for a few seconds. 
2779,---------------
2780,Quinn threw the frisbee and it landed far out in the water. 
2781,Quinn threw the frisbee and it landed far out in the water. 
2782,Quinn threw the frisbee and it landed far out in the water. 
2783,---------------
2784,"sasha had enough, she gave the man her two cents and let him have it . "
2785,"sasha had enough, she gave the man her two cents and let him have it . "
2786,"sasha had enough, she gave the man her two cents and let him have it . "
2787,---------------
2788,quinn became friends with a cool guy who had a house so quinn moved into the house. 
2789,quinn became friends with a cool guy who had a house so quinn moved into the house. 
2790,quinn became friends with a cool guy who had a house so quinn moved into the house. 
2791,---------------
2792,Sasha spent Austin's money trying to win a prize even when the odds were stacked against her. 
2793,Sasha spent Austin's money trying to win a prize even when the odds were stacked against her. 
2794,Sasha spent Austin's money trying to win a prize even when the odds were stacked against her. 
2795,---------------
2796,Quinn was outside and threw the frisbee to their friend while they were playing. 
2797,Quinn was outside and threw the frisbee to their friend while they were playing. 
2798,Quinn was outside and threw the frisbee to their friend while they were playing. 
2799,---------------
2800,Robin raked some leaves and the strong wind blew them all around the area. 
2801,Robin raked some leaves and the strong wind blew them all around the area. 
2802,Robin raked some leaves and the strong wind blew them all around the area. 
2803,---------------
2804,Cameron took their responsibilities seriously to the point that he would get up an hour early. 
2805,Cameron took their responsibilities seriously to the point that he would get up an hour early. 
2806,Cameron took their responsibilities seriously to the point that he would get up an hour early. 
2807,---------------
2808,Kendall removed the president from power by using the power of a coup. 
2809,Kendall removed the president from power by using the power of a coup. 
2810,Kendall removed the president from power by using the power of a coup. 
2811,---------------
2812,robin changed aubrey's clothes before the recital even though it made them late for a meeting at work. 
2813,robin changed aubrey's clothes before the recital even though it made them late for a meeting at work. 
2814,robin changed aubrey's clothes before the recital even though it made them late for a meeting at work. 
2815,---------------
2816,Quinn used a gun to murder Remy's wife while she and Remy and Remy were asleep in bed. 
2817,Quinn used a gun to murder Remy's wife while she and Remy and Remy were asleep in bed. 
2818,Quinn used a gun to murder Remy's wife while she and Remy and Remy were asleep in bed. 
2819,---------------
2820,Robin let Carson explain it more thoroughly to the client after there was some confusion. 
2821,Robin let Carson explain it more thoroughly to the client after there was some confusion. 
2822,Robin let Carson explain it more thoroughly to the client after there was some confusion. 
2823,---------------
2824,Jordan taught art in schools for a living as an art teacher. 
2825,Jordan taught art in schools for a living as an art teacher. 
2826,Jordan taught art in schools for a living as an art teacher. 
2827,---------------
2828,Robin refused to pay her share of the meal even though everybody had agreed beforehand. 
2829,Robin refused to pay her share of the meal even though everybody had agreed beforehand. 
2830,Robin refused to pay her share of the meal even though everybody had agreed beforehand. 
2831,---------------
2832,"Bailey saw someone in Aubrey's locker, so they told Aubrey what they saw. "
2833,"Bailey saw someone in Aubrey's locker, so they told Aubrey what they saw. "
2834,"Bailey saw someone in Aubrey's locker, so they told Aubrey what they saw. "
2835,---------------
2836,Riley careful kept watch of and observed Jesse and their actions with her eyes. 
2837,Riley careful kept watch of and observed Jesse and their actions with her eyes. 
2838,Riley careful kept watch of and observed Jesse and their actions with her eyes. 
2839,---------------
2840,Carson was starting a new job at the day care. Carson took care of children at a past job. 
2841,Carson was starting a new job at the day care. Carson took care of children at a past job. 
2842,Carson was starting a new job at the day care. Carson took care of children at a past job. 
2843,---------------
2844,Remy got very dark because it is late at night. 
2845,Remy got very dark because it is late at night. 
2846,Remy got very dark because it is late at night. 
2847,---------------
2848,Carson was at a friend's house playing video games when the others discussed being hungry for pizza. 
2849,Carson was at a friend's house playing video games when the others discussed being hungry for pizza. 
2850,Carson was at a friend's house playing video games when the others discussed being hungry for pizza. 
2851,---------------
2852,Kendall poured water on the fire before going to sleep. 
2853,Kendall poured water on the fire before going to sleep. 
2854,Kendall poured water on the fire before going to sleep. 
2855,---------------
2856,Carson gave her some milk. The cat was very thirsty and a stray. 
2857,Carson gave her some milk. The cat was very thirsty and a stray. 
2858,Carson gave her some milk. The cat was very thirsty and a stray. 
2859,---------------
2860,"Sydney was a helpful, so she asked her mother for her Brother ash is he could have one more piece of pie. "
2861,"Sydney was a helpful, so she asked her mother for her Brother ash is he could have one more piece of pie. "
2862,"Sydney was a helpful, so she asked her mother for her Brother ash is he could have one more piece of pie. "
2863,---------------
2864,Quinn stood corrected after giving the wrong answer in class that day. 
2865,Quinn stood corrected after giving the wrong answer in class that day. 
2866,Quinn stood corrected after giving the wrong answer in class that day. 
2867,---------------
2868,Jesse had struggled in school but decided to study hard for her math final. She did great on her test and got an A. 
2869,Jesse had struggled in school but decided to study hard for her math final. She did great on her test and got an A. 
2870,Jesse had struggled in school but decided to study hard for her math final. She did great on her test and got an A. 
2871,---------------
2872,"Cameron and Casey were soulmates, because Cameron gave Casey a sense of belonging. "
2873,"Cameron and Casey were soulmates, because Cameron gave Casey a sense of belonging. "
2874,"Cameron and Casey were soulmates, because Cameron gave Casey a sense of belonging. "
2875,---------------
2876,"Kai thought about leaving the bar, but their friends convinced them to stay. "
2877,"Kai thought about leaving the bar, but their friends convinced them to stay. "
2878,"Kai thought about leaving the bar, but their friends convinced them to stay. "
2879,---------------
2880,Riley was tasked with selling Sydney's house. Riley sold the house to the highest bidder. 
2881,Riley was tasked with selling Sydney's house. Riley sold the house to the highest bidder. 
2882,Riley was tasked with selling Sydney's house. Riley sold the house to the highest bidder. 
2883,---------------
2884,Sasha bought a new home because the government was going to destroy her other one. 
2885,Sasha bought a new home because the government was going to destroy her other one. 
2886,Sasha bought a new home because the government was going to destroy her other one. 
2887,---------------
2888,"Casey came home from work, took out the chicken and put it into the oven. "
2889,"Casey came home from work, took out the chicken and put it into the oven. "
2890,"Casey came home from work, took out the chicken and put it into the oven. "
2891,---------------
2892,Robin always gets pizza on the way home from work for her family on Fridays. 
2893,Robin always gets pizza on the way home from work for her family on Fridays. 
2894,Robin always gets pizza on the way home from work for her family on Fridays. 
2895,---------------
2896,Kendall kept the conversation going by asking opened ended questions. 
2897,Kendall kept the conversation going by asking opened ended questions. 
2898,Kendall kept the conversation going by asking opened ended questions. 
2899,---------------
2900,Skylar lent attention to the view even though she hated the view. 
2901,Skylar lent attention to the view even though she hated the view. 
2902,Skylar lent attention to the view even though she hated the view. 
2903,---------------
2904,Lee wore a jacket to school when everyone else was in t-shirts. 
2905,Lee wore a jacket to school when everyone else was in t-shirts. 
2906,Lee wore a jacket to school when everyone else was in t-shirts. 
2907,---------------
2908,Quinn wore jeans to school the next day even though the doctor told him not to because of swelling. 
2909,Quinn wore jeans to school the next day even though the doctor told him not to because of swelling. 
2910,Quinn wore jeans to school the next day even though the doctor told him not to because of swelling. 
2911,---------------
2912,Tracy bought an old house and spent months remodeling it. 
2913,Tracy bought an old house and spent months remodeling it. 
2914,Tracy bought an old house and spent months remodeling it. 
2915,---------------
2916,Cameron saw what happened and gave Casey a sense of events they saw. 
2917,Cameron saw what happened and gave Casey a sense of events they saw. 
2918,Cameron saw what happened and gave Casey a sense of events they saw. 
2919,---------------
2920,Jan and her best friend Kai met in elementary school and have been friends for 20 years. 
2921,Jan and her best friend Kai met in elementary school and have been friends for 20 years. 
2922,Jan and her best friend Kai met in elementary school and have been friends for 20 years. 
2923,---------------
2924,Alex was very observant. 
2925,Alex was very observant. 
2926,Alex was very observant. 
2927,---------------
2928,Kai went to the movies and saw the new Lee movie. 
2929,Kai went to the movies and saw the new Lee movie. 
2930,Kai went to the movies and saw the new Lee movie. 
2931,---------------
2932,Kai and Skylar were good friends. Kai had finally worked up the courage to ask Skylar on a date. They gave Skylar a meaningful gift to test the waters. 
2933,Kai and Skylar were good friends. Kai had finally worked up the courage to ask Skylar on a date. They gave Skylar a meaningful gift to test the waters. 
2934,Kai and Skylar were good friends. Kai had finally worked up the courage to ask Skylar on a date. They gave Skylar a meaningful gift to test the waters. 
2935,---------------
2936,Remy knew that Ash didn't have any camping experience so they set up Ash's tent. 
2937,Remy knew that Ash didn't have any camping experience so they set up Ash's tent. 
2938,Remy knew that Ash didn't have any camping experience so they set up Ash's tent. 
2939,---------------
2940,Robin finished the big group project and she thanked Tracy for her contributions. 
2941,Robin finished the big group project and she thanked Tracy for her contributions. 
2942,Robin finished the big group project and she thanked Tracy for her contributions. 
2943,---------------
2944,Two people were showing off their dance moves. Tracy crowded around them so she could see. 
2945,Two people were showing off their dance moves. Tracy crowded around them so she could see. 
2946,Two people were showing off their dance moves. Tracy crowded around them so she could see. 
2947,---------------
2948,Lee sold things at the market because they were strapped for cash. 
2949,Lee sold things at the market because they were strapped for cash. 
2950,Lee sold things at the market because they were strapped for cash. 
2951,---------------
2952,Jan gave the entire class an F on the assignment. 
2953,Jan gave the entire class an F on the assignment. 
2954,Jan gave the entire class an F on the assignment. 
2955,---------------
2956,Aubrey set the car on fire after she found out he was cheating. 
2957,Aubrey set the car on fire after she found out he was cheating. 
2958,Aubrey set the car on fire after she found out he was cheating. 
2959,---------------
2960,"Quinn turned the scale on, then hesitated to get on, afraid of the results. "
2961,"Quinn turned the scale on, then hesitated to get on, afraid of the results. "
