Row ID,Orginal
1048,Riley was the best of friends with the boy next door. 
1049,Riley was the best of friends with the boy next door. 
1050,Riley was the best of friends with the boy next door. 
1051,---------------
1052,The man commented inappropriately on the outfit that Sasha was wearing that day. 
1053,The man commented inappropriately on the outfit that Sasha was wearing that day. 
1054,The man commented inappropriately on the outfit that Sasha was wearing that day. 
1055,---------------
1056,Carson collected baseball cards and eventually sold the collection for a large sum of money. 
1057,Carson collected baseball cards and eventually sold the collection for a large sum of money. 
1058,Carson collected baseball cards and eventually sold the collection for a large sum of money. 
1059,---------------
1060,Alex was checking for breast cancer so they grasped both of their breasts firmly. 
1061,Alex was checking for breast cancer so they grasped both of their breasts firmly. 
1062,Alex was checking for breast cancer so they grasped both of their breasts firmly. 
1063,---------------
1064,Remy got a ride from their friends to school this morning. 
1065,Remy got a ride from their friends to school this morning. 
1066,Remy got a ride from their friends to school this morning. 
1067,---------------
1068,Jordan gave Casey the runaround when Casey asked them what they were doing. 
1069,Jordan gave Casey the runaround when Casey asked them what they were doing. 
1070,Jordan gave Casey the runaround when Casey asked them what they were doing. 
1071,---------------
1072,Tracy understood Casey's mood better than any of the other girls in the school. 
1073,Tracy understood Casey's mood better than any of the other girls in the school. 
1074,Tracy understood Casey's mood better than any of the other girls in the school. 
1075,---------------
1076,Riley had just turned 14 and spent at least two hours in the bathroom getting ready every day. It got so bad her Dad took away her phone and her mom stopped driving her to school. 
1077,Riley had just turned 14 and spent at least two hours in the bathroom getting ready every day. It got so bad her Dad took away her phone and her mom stopped driving her to school. 
1078,Riley had just turned 14 and spent at least two hours in the bathroom getting ready every day. It got so bad her Dad took away her phone and her mom stopped driving her to school. 
1079,---------------
1080,Lee spent the whole night trying to beat the boss on level 
1081,Lee spent the whole night trying to beat the boss on level 
1082,Lee spent the whole night trying to beat the boss on level 
1083,---------------
1084,Kendall kept the ball rolling on the project and was rewarded with a big bonus by the boss. 
1085,Kendall kept the ball rolling on the project and was rewarded with a big bonus by the boss. 
1086,Kendall kept the ball rolling on the project and was rewarded with a big bonus by the boss. 
1087,---------------
1088,Jordan took their mother to the shoe store that she did not like going to. 
1089,Jordan took their mother to the shoe store that she did not like going to. 
1090,Jordan took their mother to the shoe store that she did not like going to. 
