Row ID,Orginal
524,"There was a fire, Sasha grabbed the extinguisher and saved the home from destruction. "
525,"There was a fire, Sasha grabbed the extinguisher and saved the home from destruction. "
526,"There was a fire, Sasha grabbed the extinguisher and saved the home from destruction. "
527,---------------
528,Remy told Kai that they wanted to go out with them on a serious date. 
529,Remy told Kai that they wanted to go out with them on a serious date. 
530,Remy told Kai that they wanted to go out with them on a serious date. 
531,---------------
532,Skylar wasn't very good at the game and ended up losing their character. 
533,Skylar wasn't very good at the game and ended up losing their character. 
534,Skylar wasn't very good at the game and ended up losing their character. 
535,---------------
536,Addison could not find a coupon to IHOP. They felt bad about it. 
537,Addison could not find a coupon to IHOP. They felt bad about it. 
538,Addison could not find a coupon to IHOP. They felt bad about it. 
539,---------------
540,Jordan shared their experience with the party. He lost 3 levels doing so. 
541,Jordan shared their experience with the party. He lost 3 levels doing so. 
542,Jordan shared their experience with the party. He lost 3 levels doing so. 
543,---------------
544,"Jordan wanted to tell Tracy a secret, so Jordan leaned towards Tracy. "
545,"Jordan wanted to tell Tracy a secret, so Jordan leaned towards Tracy. "
546,"Jordan wanted to tell Tracy a secret, so Jordan leaned towards Tracy. "
547,---------------
548,Jordan paid his debt to society by completing several hours of community service. 
549,Jordan paid his debt to society by completing several hours of community service. 
550,Jordan paid his debt to society by completing several hours of community service. 
551,---------------
552,Skylar put their mind to the task because it was complicated and required full attention. 
553,Skylar put their mind to the task because it was complicated and required full attention. 
554,Skylar put their mind to the task because it was complicated and required full attention. 
555,---------------
556,Aubrey met a creepy stranger at the park who was trying to get Aubrey to go home with them. 
557,Aubrey met a creepy stranger at the park who was trying to get Aubrey to go home with them. 
558,Aubrey met a creepy stranger at the park who was trying to get Aubrey to go home with them. 
559,---------------
560,Addison threw a pie on the character to make the play more humorous. 
561,Addison threw a pie on the character to make the play more humorous. 
562,Addison threw a pie on the character to make the play more humorous. 
563,---------------
564,Jan lit a fire under her coworkers because they wanted to start a fight. 
565,Jan lit a fire under her coworkers because they wanted to start a fight. 
566,Jan lit a fire under her coworkers because they wanted to start a fight. 
567,---------------
568,Alex rendered Sasha's service and was pleased with her attention to detail. 
569,Alex rendered Sasha's service and was pleased with her attention to detail. 
570,Alex rendered Sasha's service and was pleased with her attention to detail. 
571,---------------
572,Casey ordered a package with priority shipping but two weeks passed and Casey never received the package. 
573,Casey ordered a package with priority shipping but two weeks passed and Casey never received the package. 
574,Casey ordered a package with priority shipping but two weeks passed and Casey never received the package. 
575,---------------
576,Sasha got revenge on her friends for the trick they played on her. 
577,Sasha got revenge on her friends for the trick they played on her. 
578,Sasha got revenge on her friends for the trick they played on her. 
579,---------------
580,Skylar got a cast on her leg because they were in a car accident. 
581,Skylar got a cast on her leg because they were in a car accident. 
582,Skylar got a cast on her leg because they were in a car accident. 
583,---------------
584,Carson shook Jan's head again after she was very angry at him. 
585,Carson shook Jan's head again after she was very angry at him. 
586,Carson shook Jan's head again after she was very angry at him. 
587,---------------
588,Remy left their money on a foreign bank account that was overseas. 
589,Remy left their money on a foreign bank account that was overseas. 
590,Remy left their money on a foreign bank account that was overseas. 
591,---------------
592,Casey wrapped Sasha's hands around him because they are in a romantic relationship. 
593,Casey wrapped Sasha's hands around him because they are in a romantic relationship. 
594,Casey wrapped Sasha's hands around him because they are in a romantic relationship. 
595,---------------
596,Kai was only trying to make fun of Cameron although Cameron took Kai's compliment seriously. 
597,Kai was only trying to make fun of Cameron although Cameron took Kai's compliment seriously. 
598,Kai was only trying to make fun of Cameron although Cameron took Kai's compliment seriously. 
599,---------------
600,Kendall showed off her new car to all of their friends. 
601,Kendall showed off her new car to all of their friends. 
602,Kendall showed off her new car to all of their friends. 
603,---------------
604,Taylor gave Kai a lot to think about. 
605,Taylor gave Kai a lot to think about. 
606,Taylor gave Kai a lot to think about. 
607,---------------
608,Riley required every detail of the new project but he only received a partial specification. 
609,Riley required every detail of the new project but he only received a partial specification. 
610,Riley required every detail of the new project but he only received a partial specification. 
611,---------------
612,Riley was coming home from work and suddenly began to hurt all over. 
613,Riley was coming home from work and suddenly began to hurt all over. 
614,Riley was coming home from work and suddenly began to hurt all over. 
615,---------------
616,Carson tried to fight Robin last night because Robin hurt Carson a lot. 
617,Carson tried to fight Robin last night because Robin hurt Carson a lot. 
618,Carson tried to fight Robin last night because Robin hurt Carson a lot. 
619,---------------
620,remy trusted the bank with his money so he left the money on an account. 
621,remy trusted the bank with his money so he left the money on an account. 
622,remy trusted the bank with his money so he left the money on an account. 
623,---------------
624,Kai made a career out of his hobby of crafting wood furniture by hand. 
625,Kai made a career out of his hobby of crafting wood furniture by hand. 
626,Kai made a career out of his hobby of crafting wood furniture by hand. 
627,---------------
628,Jordan left their book in the library after studying all day. 
629,Jordan left their book in the library after studying all day. 
630,Jordan left their book in the library after studying all day. 
631,---------------
632,Jesse showed off her brand new car to Sydney's friends to make the jealous. 
633,Jesse showed off her brand new car to Sydney's friends to make the jealous. 
634,Jesse showed off her brand new car to Sydney's friends to make the jealous. 
635,---------------
