Row ID,Orginal
6288,"Aubrey lived in Carson's house, but never cleaned up after herself, annoying Carson. "
6289,"Aubrey lived in Carson's house, but never cleaned up after herself, annoying Carson. "
6290,"Aubrey lived in Carson's house, but never cleaned up after herself, annoying Carson. "
6291,---------------
6292,"Bailey's family was in a car accident, but Bailey was at their friend's house. "
6293,"Bailey's family was in a car accident, but Bailey was at their friend's house. "
6294,"Bailey's family was in a car accident, but Bailey was at their friend's house. "
6295,---------------
6296,Alex made their escape to Mexico to relax and enjoy the sights. 
6297,Alex made their escape to Mexico to relax and enjoy the sights. 
6298,Alex made their escape to Mexico to relax and enjoy the sights. 
6299,---------------
6300,Aubrey was giving a speech and their talking sounded good to others. 
6301,Aubrey was giving a speech and their talking sounded good to others. 
6302,Aubrey was giving a speech and their talking sounded good to others. 
6303,---------------
6304,"Jan watched the snow falling through her window, suddenly her labor began and she gave birth to a daughter that day after arriving at the hospital. "
6305,"Jan watched the snow falling through her window, suddenly her labor began and she gave birth to a daughter that day after arriving at the hospital. "
6306,"Jan watched the snow falling through her window, suddenly her labor began and she gave birth to a daughter that day after arriving at the hospital. "
6307,---------------
6308,"Kai gave Sydney a push in the right direction, and soon Sydney has a successful career. "
6309,"Kai gave Sydney a push in the right direction, and soon Sydney has a successful career. "
6310,"Kai gave Sydney a push in the right direction, and soon Sydney has a successful career. "
6311,---------------
6312,Alex rendered Sasha service and got the job done in a few hours. 
6313,Alex rendered Sasha service and got the job done in a few hours. 
6314,Alex rendered Sasha service and got the job done in a few hours. 
6315,---------------
6316,lee worked hard but in the end he succumbed to cancer. 
6317,lee worked hard but in the end he succumbed to cancer. 
6318,lee worked hard but in the end he succumbed to cancer. 
6319,---------------
6320,Taylor gave roses to her friend after her friends Grandmother Rose passed away. She also gave her a card and a big hug. 
6321,Taylor gave roses to her friend after her friends Grandmother Rose passed away. She also gave her a card and a big hug. 
6322,Taylor gave roses to her friend after her friends Grandmother Rose passed away. She also gave her a card and a big hug. 
6323,---------------
6324,Jan decided to go out so she called up Quinn's friends to hang out together. 
6325,Jan decided to go out so she called up Quinn's friends to hang out together. 
6326,Jan decided to go out so she called up Quinn's friends to hang out together. 
6327,---------------
6328,"alex heard the funniest joke he has ever heard, so he knocked on wood. "
6329,"alex heard the funniest joke he has ever heard, so he knocked on wood. "
6330,"alex heard the funniest joke he has ever heard, so he knocked on wood. "
6331,---------------
6332,jordan wanted to treat his son so he took him to the shoe store. 
6333,jordan wanted to treat his son so he took him to the shoe store. 
6334,jordan wanted to treat his son so he took him to the shoe store. 
6335,---------------
6336,The surprise party was a success solely because he Casey planned everything. 
6337,The surprise party was a success solely because he Casey planned everything. 
6338,The surprise party was a success solely because he Casey planned everything. 
6339,---------------
6340,Jan enjoys working out and staying fit. Jan woke up the morning of the party and decided to get a quick workout in. 
6341,Jan enjoys working out and staying fit. Jan woke up the morning of the party and decided to get a quick workout in. 
6342,Jan enjoys working out and staying fit. Jan woke up the morning of the party and decided to get a quick workout in. 
6343,---------------
6344,Casey stated Addison's case when she talked to the judge in his chambers. 
6345,Casey stated Addison's case when she talked to the judge in his chambers. 
6346,Casey stated Addison's case when she talked to the judge in his chambers. 
6347,---------------
6348,Quinn got a brand new sports car and showed it off to Casey's friends. 
6349,Quinn got a brand new sports car and showed it off to Casey's friends. 
6350,Quinn got a brand new sports car and showed it off to Casey's friends. 
6351,---------------
