Row ID,Orginal
6812,"Aubrey took many medications during the years which helped with their painful condition, but also sadly led to a drug addiction. "
6813,"Aubrey took many medications during the years which helped with their painful condition, but also sadly led to a drug addiction. "
6814,"Aubrey took many medications during the years which helped with their painful condition, but also sadly led to a drug addiction. "
6815,---------------
6816,Austin blew a huge cloud of smoke into the air in front of all their friends. 
6817,Austin blew a huge cloud of smoke into the air in front of all their friends. 
6818,Austin blew a huge cloud of smoke into the air in front of all their friends. 
6819,---------------
6820,Lee told his friends that he solved the worlds problem in his dream by encouraging peaceful discourse as a leader of the country. 
6821,Lee told his friends that he solved the worlds problem in his dream by encouraging peaceful discourse as a leader of the country. 
6822,Lee told his friends that he solved the worlds problem in his dream by encouraging peaceful discourse as a leader of the country. 
6823,---------------
6824,Sasha saw a new movie with their friends and it was good. 
6825,Sasha saw a new movie with their friends and it was good. 
6826,Sasha saw a new movie with their friends and it was good. 
6827,---------------
6828,Kendall went to a bar and drank booze every night. 
6829,Kendall went to a bar and drank booze every night. 
6830,Kendall went to a bar and drank booze every night. 
6831,---------------
6832,Casey saved some money because Casey wanted to have more money for whatever can happen. 
6833,Casey saved some money because Casey wanted to have more money for whatever can happen. 
6834,Casey saved some money because Casey wanted to have more money for whatever can happen. 
6835,---------------
6836,"Robin was playing hide and seek with their sibling, Robin was hiding under the bed and when someone came in Robin held her breath. "
6837,"Robin was playing hide and seek with their sibling, Robin was hiding under the bed and when someone came in Robin held her breath. "
6838,"Robin was playing hide and seek with their sibling, Robin was hiding under the bed and when someone came in Robin held her breath. "
6839,---------------
6840,Jordan ran quickly to the store to get some donuts. 
6841,Jordan ran quickly to the store to get some donuts. 
6842,Jordan ran quickly to the store to get some donuts. 
6843,---------------
6844,Sasha wet the bed after drinking a large soda before bed. 
6845,Sasha wet the bed after drinking a large soda before bed. 
6846,Sasha wet the bed after drinking a large soda before bed. 
6847,---------------
6848,Tracy received a promotion after she worked long hard hours for the past few months. 
6849,Tracy received a promotion after she worked long hard hours for the past few months. 
6850,Tracy received a promotion after she worked long hard hours for the past few months. 
6851,---------------
6852,Tracy had excellent credit so she decided to buy the old house on the street. 
6853,Tracy had excellent credit so she decided to buy the old house on the street. 
6854,Tracy had excellent credit so she decided to buy the old house on the street. 
6855,---------------
6856,Aubrey wrote Tracy's novel because Tracy was a well known author but didn't have very much talent. 
6857,Aubrey wrote Tracy's novel because Tracy was a well known author but didn't have very much talent. 
6858,Aubrey wrote Tracy's novel because Tracy was a well known author but didn't have very much talent. 
6859,---------------
6860,"Jesse was working for Edward Nigma. So, Jesse set Robin's case on fire. "
6861,"Jesse was working for Edward Nigma. So, Jesse set Robin's case on fire. "
6862,"Jesse was working for Edward Nigma. So, Jesse set Robin's case on fire. "
6863,---------------
6864,Carson wanted to travel to Jesse's town because Jesse had always talked about what a great place it was. 
6865,Carson wanted to travel to Jesse's town because Jesse had always talked about what a great place it was. 
6866,Carson wanted to travel to Jesse's town because Jesse had always talked about what a great place it was. 
6867,---------------
6868,"Robin studied hard the night before, and found the test to be very easy. Robin finished the test quickly. "
6869,"Robin studied hard the night before, and found the test to be very easy. Robin finished the test quickly. "
6870,"Robin studied hard the night before, and found the test to be very easy. Robin finished the test quickly. "
6871,---------------
6872,Bailey asked Sasha's grandma about church because they wanted to know more about it. 
6873,Bailey asked Sasha's grandma about church because they wanted to know more about it. 
6874,Bailey asked Sasha's grandma about church because they wanted to know more about it. 
6875,---------------
6876,Alex gave up smoking cigarettes because he hated the smell. 
6877,Alex gave up smoking cigarettes because he hated the smell. 
6878,Alex gave up smoking cigarettes because he hated the smell. 
6879,---------------
6880,Bailey saw that Ash was feeling down and reached over to hold Ash's hand. 
6881,Bailey saw that Ash was feeling down and reached over to hold Ash's hand. 
6882,Bailey saw that Ash was feeling down and reached over to hold Ash's hand. 
6883,---------------
6884,Carson asked if Robin wanted to go eat. Robin shook their head no. 
6885,Carson asked if Robin wanted to go eat. Robin shook their head no. 
6886,Carson asked if Robin wanted to go eat. Robin shook their head no. 
6887,---------------
6888,Lee sold things to the others and they were happy with their purchases. 
6889,Lee sold things to the others and they were happy with their purchases. 
6890,Lee sold things to the others and they were happy with their purchases. 
6891,---------------
6892,Skylar got their friends together and they all went on a camping trip. 
6893,Skylar got their friends together and they all went on a camping trip. 
6894,Skylar got their friends together and they all went on a camping trip. 
6895,---------------
6896,"Taylor was best friends with a co-worker, so they got lunch at the yummy pizza place. "
6897,"Taylor was best friends with a co-worker, so they got lunch at the yummy pizza place. "
6898,"Taylor was best friends with a co-worker, so they got lunch at the yummy pizza place. "
6899,---------------
6900,Alex stole money from the children to pay for his drugs. 
6901,Alex stole money from the children to pay for his drugs. 
6902,Alex stole money from the children to pay for his drugs. 
6903,---------------
6904,Austin knew Remy didn't want to play but Austin challenged Remy to a game anyway. 
6905,Austin knew Remy didn't want to play but Austin challenged Remy to a game anyway. 
6906,Austin knew Remy didn't want to play but Austin challenged Remy to a game anyway. 
6907,---------------
6908,"Quinn threw the frisbee very far, so the dog will have a challenge. "
6909,"Quinn threw the frisbee very far, so the dog will have a challenge. "
6910,"Quinn threw the frisbee very far, so the dog will have a challenge. "
6911,---------------
6912,Kai gave Ash some bread and stuff from the deli to make a sandwich. 
6913,Kai gave Ash some bread and stuff from the deli to make a sandwich. 
6914,Kai gave Ash some bread and stuff from the deli to make a sandwich. 
6915,---------------
6916,"Ash was nervous, and cringed when they missed a step, but knew that the best thing to do is push forward. They earned a standing ovation. "
6917,"Ash was nervous, and cringed when they missed a step, but knew that the best thing to do is push forward. They earned a standing ovation. "
6918,"Ash was nervous, and cringed when they missed a step, but knew that the best thing to do is push forward. They earned a standing ovation. "
6919,---------------
6920,"Lee was going to be a teacher, but Kendall Kendall altered Lee's course and they became a doctor. "
6921,"Lee was going to be a teacher, but Kendall Kendall altered Lee's course and they became a doctor. "
6922,"Lee was going to be a teacher, but Kendall Kendall altered Lee's course and they became a doctor. "
6923,---------------
6924,Addison invited Austin to join the group with them. 
6925,Addison invited Austin to join the group with them. 
6926,Addison invited Austin to join the group with them. 
6927,---------------
6928,"When Jan saw Jesse the bully coming around the corner, Jan played dumb. "
6929,"When Jan saw Jesse the bully coming around the corner, Jan played dumb. "
6930,"When Jan saw Jesse the bully coming around the corner, Jan played dumb. "
6931,---------------
6932,"After seeing them go 95 mph, Aubrey pulled them over for speeding on a 55 mph highway. "
6933,"After seeing them go 95 mph, Aubrey pulled them over for speeding on a 55 mph highway. "
6934,"After seeing them go 95 mph, Aubrey pulled them over for speeding on a 55 mph highway. "
6935,---------------
6936,Sasha woke up early and arrived just in time for the job interview. 
6937,Sasha woke up early and arrived just in time for the job interview. 
6938,Sasha woke up early and arrived just in time for the job interview. 
6939,---------------
6940,Alex was annoyed their pants kept falling down so they tightened the belt around their waist. 
6941,Alex was annoyed their pants kept falling down so they tightened the belt around their waist. 
6942,Alex was annoyed their pants kept falling down so they tightened the belt around their waist. 
6943,---------------
6944,Kai went with her friend and saw the new Lee movie. 
6945,Kai went with her friend and saw the new Lee movie. 
6946,Kai went with her friend and saw the new Lee movie. 
6947,---------------
6948,"Taylor's father was going to marry his long time girlfriend, Anna. "
6949,"Taylor's father was going to marry his long time girlfriend, Anna. "
6950,"Taylor's father was going to marry his long time girlfriend, Anna. "
6951,---------------
6952,Lee tried to remain calm when the situation turned sour. 
6953,Lee tried to remain calm when the situation turned sour. 
6954,Lee tried to remain calm when the situation turned sour. 
6955,---------------
6956,Austin's friend smoked near him.  Austin blew the smoke away. 
6957,Austin's friend smoked near him.  Austin blew the smoke away. 
6958,Austin's friend smoked near him.  Austin blew the smoke away. 
6959,---------------
6960,Skylar Joined Sasha to wait in line at the movies. 
6961,Skylar Joined Sasha to wait in line at the movies. 
6962,Skylar Joined Sasha to wait in line at the movies. 
6963,---------------
6964,Tracy gave birth to Addison and it was a healthy baby with some hair. 
6965,Tracy gave birth to Addison and it was a healthy baby with some hair. 
6966,Tracy gave birth to Addison and it was a healthy baby with some hair. 
6967,---------------
6968,Jesse went camping with Addison's friends and told scary stories. 
6969,Jesse went camping with Addison's friends and told scary stories. 
6970,Jesse went camping with Addison's friends and told scary stories. 
6971,---------------
6972,Taylor's friends elected her to lead the planning of the girls only trip in May. 
6973,Taylor's friends elected her to lead the planning of the girls only trip in May. 
6974,Taylor's friends elected her to lead the planning of the girls only trip in May. 
6975,---------------
6976,Robin was very good at playing the flute and could play it long. 
6977,Robin was very good at playing the flute and could play it long. 
6978,Robin was very good at playing the flute and could play it long. 
6979,---------------
6980,Aubrey helped Alex with a task. 
6981,Aubrey helped Alex with a task. 
6982,Aubrey helped Alex with a task. 
6983,---------------
6984,Ash threw himself into Sasha's arm having not seen her in over 10 years. 
6985,Ash threw himself into Sasha's arm having not seen her in over 10 years. 
6986,Ash threw himself into Sasha's arm having not seen her in over 10 years. 
6987,---------------
6988,Taylor proved Carson's point last night when they spoke about the issue. 
6989,Taylor proved Carson's point last night when they spoke about the issue. 
6990,Taylor proved Carson's point last night when they spoke about the issue. 
6991,---------------
6992,Austin moved their body from the crime scene so cops wouldn't find it. 
6993,Austin moved their body from the crime scene so cops wouldn't find it. 
6994,Austin moved their body from the crime scene so cops wouldn't find it. 
6995,---------------
6996,"Jesse was in a rut at work, so he started working harder to improve his condition. "
6997,"Jesse was in a rut at work, so he started working harder to improve his condition. "
6998,"Jesse was in a rut at work, so he started working harder to improve his condition. "
6999,---------------
7000,It had snowed overnight and Quinn was playing in the snow. 
7001,It had snowed overnight and Quinn was playing in the snow. 
