,idx,Original,Paraphrases,choice,choice_b,target,attr_error,model_score
1000,1000, Sydney gave a raise to all of the people that worked at her company. What will Others want to do next? ," Sydney gave a generous raise to every one of her workers, displaying her care and appreciation for their dedication and hard work. 💼👫  What will Others want to do next? ",2,2,1,0.07017314434051514,0.5524904727935791
1001,1001, Carson was trying to work a crossword puzzle and could not solve it; he was frustrated. What does Carson need to do before this? ," Carson was attempting to complete a crossword puzzle, but he was encountering some trouble and becoming rather vexed as a result.  What does Carson need to do before this? ",2,2,2,0.0946928858757019,0.7394025921821594
1002,1002, Kendall went to the movies with Jan's friends when Jan was away. What will Kendall want to do next? ," Kendall spent an evening at the cinema with Jan's acquaintances when Jan was absent, my dear. They all had a lovely time watching a film together, I'm sure. 🍿👵  What will Kendall want to do next? ",2,2,2,0.064658522605896,0.5699901580810547
1003,1003, Jordan had a hard time empathizing with other people around them. How would you describe Jordan? , Jordan found it challenging to connect with others on an emotional level and see things from their point of view.  How would you describe Jordan? ,1,1,1,0.1435672640800476,0.7747544646263123
1004,1004, Jesse and Addison started dating.  Addison invited Jesse on a camping trip with their friends. What does Jesse need to do before this? ," Jesse and Addison have begun a romantic relationship, and they recently embarked on a delightful camping trip with some of their close pals. It was a lovely getaway for the young couple to enjoy each other's company in nature. 🌳  What does Jesse need to do before this? ",1,1,0,0.0693325400352478,0.7327458262443542
1005,1005, Carson took pictures of all of the children at the birthday party. How would the parents feel as a result? ," Carson took photographs of each and every one of the youngsters at the party, and they're sure to bring a smile to everyone's face. 😊  How would the parents feel as a result? ",2,2,2,0.06818073987960815,0.5770811438560486
1006,1006, It was time to end work for Carson and Austin took over for them. What will happen to Austin? ," Now that it was quitting time, Austin assumed responsibility for finishing up the work that Carson had started.  What will happen to Austin? ",2,2,2,0.15043365955352783,0.9793851375579834
1007,1007, Cameron heard that they had gone missing and so he spent hours looking until he found Skylar's friends. How would you describe Cameron? ," When Cameron heard that Skylar's friends had disappeared, he was beside himself with concern and spent a great deal of time searching until he finally found them.  How would you describe Cameron? ",0,0,0,0.0903131365776062,0.7379064559936523
1008,1008, Quinn murders Remy's wife on that cold winters night in December. What will happen to Remy? , It was a tragic night in December when Quinn took the life of Remy's beloved wife.  What will happen to Remy? ,0,0,0,0.11719048023223877,0.8966633081436157
1009,1009, Robin went with Jan's friends to school to register for classes. What does Robin need to do before this? , Robin went along with Jan's acquaintances to the educational institution to register for lessons.  What does Robin need to do before this? ,1,1,1,0.117337167263031,0.8699510097503662
1010,1010, Robin got gas at the gas station and payed for what they bought. How would you describe Robin? , Robin went to the gas station and paid for what they got.  How would you describe Robin? ,0,0,1,0.18526625633239746,1.056148886680603
1011,1011, Robin pumped their gas at the station and spilled the gas on herself. How would Robin feel afterwards? , Robin went to the fueling station to refill her vehicle's tank and accidentally got some gasoline on her person.  How would Robin feel afterwards? ,2,2,0,0.11524444818496704,0.8483325242996216
1012,1012, Austin blew smoke from his lips as he sat on the bench and puffed on his pipe. What does Austin need to do before this? ," Austin took slow, deliberate drags on his pipe while sitting on the bench, emitting tender plumes of tobacco smoke that wafted upwards like whispers.  What does Austin need to do before this? ",2,2,2,0.05932343006134033,0.7422804236412048
1013,1013, Jesse likes going to school and has good grades. Jesse took a big test this morning and did well on the it. How would you describe Jesse's personality? , Jesse is very enthusiastic about his education and has been making excellent progress in his studies. He recently took a significant exam and did very well on it.  How would you describe Jesse's personality? ,1,2,2,0.0683753490447998,0.529444694519043
