,idx,Original,Paraphrases,choice,choice_b,target,attr_error,model_score
500,500, Cameron shook Carson's head because he didn't believe the story. How would you describe Cameron? ," Cameron simply couldn't believe what Carson was trying to tell him, so he gave him a good shake of the head to show his disapproval.  How would you describe Cameron? ",1,1,2,0.10277354717254639,0.8170798420906067
501,501, Lee solved the world's water problem when he invented a new pump. What does Lee need to do before this? , Lee's invention of a revolutionary new pump has been a game-changer for the world's water crisis.  What does Lee need to do before this? ,1,1,1,0.1480669379234314,0.9954048991203308
502,502," After the interview went well, Carson shook Jan's hand again. How would Carson feel afterwards? "," Following the conclusion of the interview, Carson offered Jan his hand again for a hearty handshake.  How would Carson feel afterwards? ",1,1,1,0.13413119316101074,1.142046570777893
503,503, Jesse asked Addison's friends to go to the woods with him. What will Jesse want to do next? , Jesse asked Addison's friends to accompany him on a nature walk in the woods.  What will Jesse want to do next? ,0,0,0,0.10589182376861572,0.7944529056549072
504,504, Aubrey swam in the pool after eating a meal from mcdonald's recently. What does Aubrey need to do before this? ," After indulging in a satisfying meal at McDonald's, Aubrey took a refreshing dip in the pool.  What does Aubrey need to do before this? ",1,1,1,0.1075403094291687,0.8855029940605164
505,505, Bailey saved money because they wanted to buy something good. How would you describe Bailey? , Bailey scrimped and saved to buy something truly special.  How would you describe Bailey? ,1,1,1,0.14979976415634155,0.8873611092567444
506,506, Jan used Robin's approach on how to make money at the company. What will Robin want to do next? , Jan utilized Robin's technique for earning a living within the company.  What will Robin want to do next? ,0,0,2,0.10014432668685913,0.8275224566459656
507,507," Ash performed better after drinking coffee, but had to give it up due to acid reflux. What does Ash need to do before this? "," Ash experienced a significant improvement in his performance after having a cup of coffee, but was forced to stop due to the persistent heartburn that followed.  What does Ash need to do before this? ",0,0,2,0.07547646760940552,0.75711590051651
508,508, Jan had to move to another city for work but always visited home for christmas. What will their parents want to do next? ," Jan had to move away for employment purposes, but always returned home for the festive season.  What will their parents want to do next? ",1,1,2,0.11374640464782715,0.7960049510002136
509,509, Aubrey was having a sleepover in Casey's but during the night Aubrey got sick and was throwing up in the bathroom so Casey called Aubrey's parents to collect Aubrey. What does Casey need to do before this? ," Aubrey was spending the night at Casey's residence, but unfortunately, she became afflicted with a stomach virus and was forced to vomit in the bathroom. Casey, being a caring hostess, called Aubrey's parents to come collect their daughter.  What does Casey need to do before this? ",2,2,2,0.07678908109664917,0.7694098353385925
510,510," After getting a passport and plane tickets, Casey visited another country. What will Casey want to do next? "," After obtaining the necessary travel documents and making arrangements for her trip, Casey traveled to a foreign country to broaden her horizons and gain new experiences.  What will Casey want to do next? ",1,1,1,0.05910766124725342,0.6394703388214111
511,511," Knowing that the assignments are part of the semester grade, Sydney took schoolwork seriously. How would Others feel as a result? "," Knowing full well that her assignments were a crucial aspect of her semester evaluation, Sydney approached them with a sense of responsibility and commitment.  How would Others feel as a result? ",2,1,2,0.06560021638870239,0.6480451822280884
512,512, Robin wanted to go out for the night so she went with Jan and her friends. How would Jan feel as a result? , Robin was feeling social and decided to accompany Jan and her acquaintances for an evening out.  How would Jan feel as a result? ,1,1,1,0.11478543281555176,0.8225347995758057
513,513, Carson ate the candy Bailey gave them and it was really good. What does Carson need to do before this? , Carson thoroughly enjoyed the candy that Bailey thoughtfully provided for them; it was a sweet treat.  What does Carson need to do before this? ,0,0,0,0.10173624753952026,0.8257372975349426
514,514, Robin went to the polls and posted her ballot for the candidate she wanted. What will Robin want to do next? , Robin visited the polls and deposited her ballot for the candidate of her choice.  What will Robin want to do next? ,1,2,2,0.10681229829788208,0.810006320476532
515,515, Tracy went camping during the weekend because he wanted to get away. How would you describe Tracy? , Tracy decided to go on a camping trip over the weekend to take a break from the monotony of his daily routine and connect with nature.  How would you describe Tracy? ,0,1,1,0.07686227560043335,0.6059854626655579
516,516, Kai would fall down because they don't know how to properly ice skate. How would you describe Kai? , Kai would likely struggle with maintaining balance on the ice rink since they don't have enough practice skating.  How would you describe Kai? ,2,2,2,0.12632131576538086,0.7711957693099976
517,517, It had been a long hard battle but now Riley laid down their arms. How would Riley feel afterwards? , Riley brought their conflict to an end after a lengthy and arduous period of negotiations.  How would Riley feel afterwards? ,2,2,1,0.11076962947845459,0.7840906977653503
518,518, Riley said it was better to go than to stay at the party. How would you describe Riley? ," Riley opined that it was more advisable to depart the gathering earlier rather than later, in order to avoid feeling overwhelmed or fatigued.  How would you describe Riley? ",2,2,2,0.08112585544586182,0.5944932699203491
519,519, Jesse was a new person who just started at Riley's work.  Riley had heard rumors that Jesse was hoping to get the management position that Riley secretly had their heart set on. What will Riley want to do next? ," Jesse was a newcomer to Riley's workplace, and whispers were circulating that they were aiming for the management position that Riley had their heart set on.  What will Riley want to do next? ",0,0,1,0.07051444053649902,0.7191829681396484
520,520, Carson enjoyed sports and liked to watch the games. They collected baseball cards. What will Carson want to do next? ," In their younger years, Carson was quite the sports enthusiast and had a collection of baseball cards that they were very fond of.  What will Carson want to do next? ",2,2,2,0.07499730587005615,0.656276524066925
521,521, Kai handed back the money when the cashier gave him too much change back. How would Others feel as a result? ," Kai realized that the cashier had given him more money than he was owed, so he kindly handed it back to her.  How would Others feel as a result? ",2,2,0,0.08177179098129272,0.697593629360199
522,522, Austin decided to attend his law school reunion which was held last Saturday evening.  Austin enjoyed meeting up with former classmates. What does Austin need to do before this? , Austin was delighted to attend his law school reunion and reminisce with his old friends from his younger years.  What does Austin need to do before this? ,0,0,0,0.0720365047454834,0.6365756392478943
523,523, Jesse went a bit far when they were drinking at the bar. How would Jesse feel afterwards? ," It seems that Jesse may have overindulged in alcohol at the bar, but we should give them the benefit of the doubt.  How would Jesse feel afterwards? ",1,1,1,0.07032936811447144,0.5784856677055359
524,524, Quinn wore jeans the next day after being warned it violated the dress code. How would you describe Quinn? ," Quinn donned her trusty jeans the very next day, disregarding the notice about the dress code policy. 😉  How would you describe Quinn? ",2,2,2,0.13964581489562988,0.9502025842666626
525,525, Bailey went away for a few weeks with family on a vacation and had a wonderful time on their trip. What will Bailey want to do next? , Bailey embarked on a delightful family journey and had a wonderful adventure with his kinfolk. 😊  What will Bailey want to do next? ,2,1,1,0.09764343500137329,0.7067983150482178
526,526," Carson was trying to study for a big test, so Carson turned Sydney's music down. Why did Carson do this? "," Carson was attempting to concentrate on their studies before a significant test, so Carson politely requested that Sydney reduce the volume of their music.  Why did Carson do this? ",2,2,2,0.08843809366226196,0.8687516450881958
527,527, Robin walked the same route to school with Jan's friends. What will happen to Robin? , Robin took the usual path to school with Jan's acquaintances.  What will happen to Robin? ,2,2,2,0.14076614379882812,0.9369486570358276
528,528, Robin went with Jan's friends to the school carnival. What will Robin want to do next? , Robin accompanied Jan's companions to the school carnival for a day of entertainment.  What will Robin want to do next? ,0,0,0,0.09769225120544434,0.7786940336227417
529,529, Jesse got the results for the test and got an A as a grade. Why did Jesse do this? , Jesse did exceedingly well on the test and was awarded an A grade.  Why did Jesse do this? ,2,2,2,0.11884772777557373,0.7981748580932617
530,530, Robin took the test quickly because they wanted to pass quickly with flying colors. What will Robin want to do next? , Robin took the exam swiftly as they sought to pass with distinction and fly high in their academic pursuits.  What will Robin want to do next? ,0,0,1,0.08790910243988037,0.7287071943283081
531,531, Addison had finished a semester of school. They left for home. How would Addison feel afterwards? , Addison finished their semester and returned to their abode.  How would Addison feel afterwards? ,0,0,0,0.11237633228302002,0.8328502178192139
532,532, Austin wrapped a belt around the waist of the bull rider. Why did Austin do this? ," Austin carefully secured a wide leather belt around the waist of the bull rider, providing a secure fit for this exhilarating event.  Why did Austin do this? ",0,0,0,0.10109120607376099,0.8357182145118713
533,533, Tracy took Sydney to school after Sydney missed the school bus this morning. How would you describe Tracy? , Tracy took her granddaughter Sydney to school since she failed to catch the school bus earlier today. 🚗👵  How would you describe Tracy? ,0,0,2,0.1442047357559204,0.9384597539901733
534,534, Quinn afforded every nice meal after getting a substantial raise at work. What does Quinn need to do before this? , Quinn indulged in some fancy meals following a substantial pay raise at her job.  What does Quinn need to do before this? ,0,0,0,0.12150150537490845,0.9179720282554626
535,535, Kendall kept the ball rolling and asked the next contestant a question. Why did Kendall do this? , Kendall kept the ball rolling by inquiring about the next contestant's abilities in a polite and thoughtful manner.  Why did Kendall do this? ,2,2,2,0.12064117193222046,0.8949416279792786
536,536, Quinn murders Remy's wife after Remy stole a lot of money from the family. How would Remy feel as a result? , Quinn takes the life of Remy's better half after Remy absconds with a substantial sum of money from their family's accounts.  How would Remy feel as a result? ,2,2,2,0.07371819019317627,0.7388038039207458
537,537, Taylor caught their boyfriend sending texts to another girl. What will Taylor want to do next? , Taylor found out that her beau was sending inappropriate texts to a young lady who wasn't her. 😳  What will Taylor want to do next? ,2,2,2,0.08462792634963989,0.6995272636413574
538,538," Riley told her dog Lee to ""stay"" so he didn't follow her down the street. Why did Riley do this? "," Riley commanded Lee to ""remain here"" so he wouldn't trail after her as she strolled down the road.  Why did Riley do this? ",2,2,2,0.11778861284255981,0.8883491158485413
539,539, Kendall bought anything required because they knew that failure wasn't an option. How would you describe Kendall? , Kendall acquired everything required because they understood that failing was not a viable choice.  How would you describe Kendall? ,2,2,1,0.1136631965637207,0.7570016980171204
540,540," During the speech, Remy gave Casey's interpretation of the situation to the guests. What does Remy need to do before this? "," During the speech, Remy graciously presented Casey's interpretation of the situation to the distinguished guests.  What does Remy need to do before this? ",2,0,0,0.07880425453186035,0.8943786025047302
541,541, Robin took a very long time to clean the windows of her house. How would you describe Robin? ," Robin took a terribly long time to tidy up her windows, bless her heart! It's like she was trying to make the dirt disappear one streak at a time.  How would you describe Robin? ",1,1,1,0.08641248941421509,0.7362045049667358
542,542," Whenever opportunity arises, Riley prefers driving himself to any destination. He just makes sure he studies the map carefully with the aid of the GPS. Why did Riley do this? "," Riley values his independence when it comes to transportation, and he relies on GPS to guide him safely to his desired locations.  Why did Riley do this? ",0,0,1,0.04526767134666443,0.459163635969162
543,543, Bailey was a fast learner. How would you describe Bailey? , Bailey was quite the whiz when it came to learning new skills - she had a knack for soaking up information like a sponge!  How would you describe Bailey? ,2,1,2,0.09761083126068115,0.7485961318016052
544,544, Sasha worked as a nurse and often stepped in and protected patients rights. What will happen to the patients? ," Sasha was a compassionate caregiver who consistently looked out for the best interests of her patients, often taking bold actions to protect their rights.  What will happen to the patients? ",0,0,1,0.0492403507232666,0.5196917653083801
545,545, Jesse ate their cereal and didn't leave any for everyone else. How would you describe Jesse? ," Jesse cleaned out their cereal bowl faster than a hungry bear on a honey mission, and now there's none left for anyone else.  How would you describe Jesse? ",2,2,1,0.07414889335632324,0.5406492948532104
546,546," While at summer camp, Remy had a ton of fun and made more friends. How would Remy feel afterwards? "," At summer camp, Remy enjoyed a wonderful experience and formed several new connections with her peers.  How would Remy feel afterwards? ",0,2,2,0.09598928689956665,0.7735781669616699
547,547, Ash made a mistake but then they redeemed themselves. Why did Ash do this? ," Ash made an error, but they soon realized their mistake and took steps to rectify the situation.  Why did Ash do this? ",1,2,2,0.142062246799469,0.9903629422187805
548,548, Alex was wondering how to send the document to Bailey. Bailey told Alex to send the pdf. How would Bailey feel afterwards? ," Alex was trying to figure out how to send the paperwork to Bailey, and Bailey recommended sending it via email as a portable document file.  How would Bailey feel afterwards? ",1,1,1,0.09336638450622559,0.8984665870666504
