,idx,Original,Paraphrases,choice,choice_b,target,attr_error,model_score
0,0, Tracy didn't go home that evening and resisted Riley's attacks. What does Tracy need to do before this? , Tracy totally ignored Riley's attempts to talk to her that night and stayed out instead.  What does Tracy need to do before this? ,2,0,2,0.09916889667510986,0.7698325514793396
1,1, Sydney walked past a homeless woman asking for change but did not have any money they could give to her. Sydney felt bad afterwards. How would you describe Sydney? ," Sydney breezed by a homeless chick begging for coins, but didn't have any spare change to give her. Later, Syd felt pretty crappy about it.  How would you describe Sydney? ",0,0,0,0.07335740327835083,0.6995752453804016
2,2, Sasha protected the patients' rights by making new laws regarding cancer drug trials. What will patients want to do next? , Sasha was all about protecting cancer patients by creating new laws that put their rights first when it comes to drug trials.  What will patients want to do next? ,0,1,1,0.08179831504821777,0.7383813858032227
3,3, Jordan was in charge of taking the food on the camping trip and left all the food at home. How would Jordan feel afterwards? ," OMG, can you believe Jordan totally forgot to bring the food on our camping trip? Like, how do you forget the most important part of a camping trip? 😂  How would Jordan feel afterwards? ",0,0,0,0.06287169456481934,0.5949670672416687
4,4, Kendall opened their mouth to speak and what came out shocked everyone. How would you describe Kendall? , Kendall dropped some serious knowledge that left everyone in awe.  How would you describe Kendall? ,2,0,2,0.13208085298538208,0.8230925798416138
5,5, Aubrey never told Riley the answer and Riley was angry. How would you describe Aubrey? , Aubrey kept mum about the secret and Riley was totes furious!  How would you describe Aubrey? ,1,1,0,0.1531185507774353,0.9300094246864319
6,6, Kendall's dog was overweight so they walked it five miles. Why did Kendall do this? ," Kendall's pup was totally chubby, so they took it for a major walk - like, five miles!  Why did Kendall do this? ",0,0,1,0.12904822826385498,0.9839240312576294
7,7, Kendall got a new sports car and could not wait to show friends. What will Kendall want to do next? , Kendall just copped a sick new sports car and is super pumped to show it off to her squad!  What will Kendall want to do next? ,0,0,1,0.1067158579826355,0.7978493571281433
8,8, Riley layered down their arms with a blanket to keep warm. What does Riley need to do before this? , Riley wrapped themselves in a blanket like a burrito to stay cozy.  What does Riley need to do before this? ,2,2,2,0.101992666721344,0.7969183325767517
9,9, Austin knew Quinn intimately and they slept together many times. Why did Austin do this? , Austin had a close relationship with Quinn and they spent many nights together.  Why did Austin do this? ,2,2,1,0.1796504259109497,1.2731893062591553
10,10, Carson kissed Alex gently on the cheek and asked to go to dinner. What will happen to Carson? , Carson leaned in and planted a soft peck on Alex's cheek before asking for a dinner date.  What will happen to Carson? ,1,1,1,0.11993390321731567,0.8336846828460693
11,11, Alex walked Robin towards the execution chamber for her last meal. Why did Alex do this? , Alex led Robin to the death row cafeteria for her final meal before she got the needle.  Why did Alex do this? ,1,1,0,0.1135869026184082,0.9021395444869995
12,12, Carson was excited to wake up to attend school. Why did Carson do this? , Carson was totally stoked to wake up and hit the books at school today!  Why did Carson do this? ,0,2,1,0.141903817653656,0.9910435080528259
13,13, Taylor proved Carson's point about who was the stronger wrestler of them all. What will Taylor want to do next? , Taylor totally validated Carson's theory that she was the baddest wrestler ever!  What will Taylor want to do next? ,0,1,0,0.09562987089157104,0.8221822381019592
14,14, Sydney went trick or treating and the others joined him happily. What will Others want to do next? , Sydney had an epic Halloween adventure and his friends were totally down for it!  What will Others want to do next? ,0,0,2,0.10688745975494385,0.8360552787780762
15,15, Sasha set their trash on fire to get rid of it quickly. How would you describe Sasha? , Sasha burned their trash because they wanted to get rid of it ASAP.  How would you describe Sasha? ,2,2,1,0.16431885957717896,0.9818971753120422
16,16, Robin dried up the paper and lit it on fire and it blew away. How would Robin feel afterwards? ," Robin totally incinerated the paper with his mad fire-starting skills, and it was like, whoa, it just blew away!  How would Robin feel afterwards? ",1,1,1,0.09165483713150024,0.8625792264938354
17,17, Skylar went camping with friends and found the best campsite. What does Skylar need to do before this? , Skylar totally slayed her camping trip with her squad and found the sickest campsite ever! 🏕️👯‍♀️  What does Skylar need to do before this? ,1,1,1,0.08605629205703735,0.698955774307251
18,18," Due to his car breaking down, Robin decided to ride with Jan's friends to school. What will Robin want to do next? "," Due to his car being totaled, Robin had to bum a ride with Jan's squad to school.  What will Robin want to do next? ",0,0,0,0.09564101696014404,0.7895755171775818
19,19, Cameron took Kai's compliment seriously after the ballgame ended. How would you describe Cameron? , Cameron was totally stoked when Kai gave him a shoutout after the game!  How would you describe Cameron? ,2,0,0,0.143832266330719,0.9732236266136169
20,20, Jordan taught art in elementary schools and was really great with his students. How would the parents feel as a result? ," Jordan was totally awesome as an art teacher in elementary school! He was so good with his students, they just loved him! 😊  How would the parents feel as a result? ",1,2,1,0.09011352062225342,0.755348801612854
21,21, Riley and the others were the best of friends and always supported each other. What will happen to Others? , Riley and her squad were total BFFs and always had each other's backs.  What will happen to Others? ,1,1,1,0.09026235342025757,0.6437799334526062
22,22, Taylor gave help to a friend who was having trouble keeping up with their bills. What will their friend want to do next? ," Taylor was totally there for their friend when they were struggling to pay their bills. Like, seriously, who else would drop everything to help out? 😊  What will their friend want to do next? ",0,1,1,0.05529814958572388,0.5152894258499146
23,23, Riley had twisted their leg and began to hurt so bad that they could not walk. What does Riley need to do before this? ," Riley totally wrecked their leg and it's killin' them, man. They can barely even walk now.  What does Riley need to do before this? ",2,0,1,0.1142810583114624,0.7915638089179993
24,24, Carson was at a friend's house but suddenly announced they needed to go home. Why did Carson do this? ," Carson was hanging out at their buddy's crib, but then they were like ""OH SNAP, gotta bounce!  Why did Carson do this? ",1,2,2,0.08201515674591064,0.6932903528213501
25,25, Taylor taught math in the schools after studying to be a teacher for four years. What does Taylor need to do before this? ," Taylor was a total math whiz and then she decided to share her skills with the world by becoming a teacher! She studied for four years to become an expert, and now she's teaching in schools. 📝👩‍🏫  What does Taylor need to do before this? ",0,2,0,0.07770019769668579,0.7520369291305542
26,26, Tracy led their army and fought hard in the war until they sat upon the throne. How would you describe Tracy? , Tracy was a total boss and totally kicked butt in that war until they won the throne!  How would you describe Tracy? ,2,2,2,0.1776794195175171,1.0140187740325928
27,27, Kendall watched baseball with his friends after working hard all week at his job. What will Kendall want to do next? , Kendall chilled with his homies after grinding all week at his gig.  What will Kendall want to do next? ,1,1,1,0.08608776330947876,0.6915813088417053
28,28, kai was bored and had nothing to do so he played card games. What will Kai want to do next? ," Kai was totes bored and had no life, so he played some card games to pass the time.  What will Kai want to do next? ",2,2,2,0.126428484916687,0.8906545639038086
29,29," Robin changed Aubrey into clean clothes, so they can both go to the big play. What will Robin want to do next? "," Robin totally swapped out Aubrey's grimy duds for fresh ones, so they can both rock the big play! 😎  What will Robin want to do next? ",2,2,0,0.07713770866394043,0.7193105220794678
30,30, Kendall wrapped string around my neck to measure the collar of a shirt. What will Others want to do next? ," Kendall totally rocked my neck with some string to measure the collar of her shirt, you know? Like, she was trying to get it just right or something! 😅  What will Others want to do next? ",1,1,0,0.07695430517196655,0.7141404151916504
31,31, Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead. How would Kai feel as a result? ," Aubrey handed the gift over to Kai's buddy, and Kai was like ""oooh, I really wanted that!  How would Kai feel as a result? ",1,1,1,0.09471815824508667,0.7840889096260071
32,32, jan took them to NYC so that they could experience the city for the first time. What will Others want to do next? , Jan totally hooked it up and took them to NYC so they could finally experience the big city for real! 😍  What will Others want to do next? ,0,0,0,0.0770496129989624,0.6828811764717102
33,33, Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong. Why did Tracy do this? ," Tracy totally freaked out on the couch while binge-watching History Channel because they got major details wrong, like whoa!  Why did Tracy do this? ",0,1,1,0.07779556512832642,0.767322838306427
34,34, carson hated lee and his family so he took the risk to injure lee. How would you describe Carson? ," Carson was super angry with Lee and his fam, so he decided to hurt Lee real bad.  How would you describe Carson? ",1,1,1,0.17184436321258545,0.987085223197937
35,35, Robin stayed outside and tried to finish the game of volleyball she was playing. How would Robin feel afterwards? ," Robin totally killed it on the volleyball court and was determined to finish the game, even though she was outside.  How would Robin feel afterwards? ",1,2,2,0.08804976940155029,0.7470375299453735
36,36, Carson returned to Robin's house after previously storming out during a huge fight. How would Carson feel afterwards? , Carson totally freaked out and left Robin's crib after a major blowout.  How would Carson feel afterwards? ,1,1,1,0.10853356122970581,0.923626720905304
37,37, Robin didn't know why she was having bad luck but found the answer. How would Robin feel afterwards? ," Robin was totally clueless about why she was having such a crappy day, but then she finally figured it out.  How would Robin feel afterwards? ",1,1,1,0.08027660846710205,0.7347287535667419
38,38, Jordan's son was growing out of their shoes. Jordan took their son to the shoe store. How would Jordan's son feel as a result? ," Jordan's kid was outgrowing their kicks, so they took them to the shoe spot.  How would Jordan's son feel as a result? ",2,2,2,0.08321458101272583,0.7281478643417358
39,39, ash was cut short even though everyone wanted to hear what ash had to say. What will happen to Others? , Ash's speech was cut off even though everyone wanted to hear more from him.  What will happen to Others? ,2,2,2,0.11420369148254395,0.8937588930130005
40,40, Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in. What will happen to Jordan? , Jordan was chillin' with her squad and spilled some tea about Ash behind his back to fit in.  What will happen to Jordan? ,2,2,2,0.10696291923522949,0.6923362016677856
41,41, jordan wanted to be nice to a girl so he took her to the shoe store. What does Jordan need to do before this? ," Jordan was trying to impress the girl, so he took her to the shoe store to show off his style and hopefully win her over.  What does Jordan need to do before this? ",2,2,1,0.12143141031265259,0.7980798482894897
42,42, Aubrey understood Remy better and met his needs more efficiently as his nurse. How would Remy feel as a result? ," Aubrey totally got Remy and was like, super helpful in taking care of him! 😊  How would Remy feel as a result? ",1,1,1,0.08697754144668579,0.7768203616142273
43,43, Aubrey kept the baby up at night to watch for a concussion. What will happen to Aubrey? ," Aubrey was like, ""I gotta keep an eye on this little dude all night in case they get a concussion.  What will happen to Aubrey? ",1,2,1,0.1297709345817566,0.8240911364555359
44,44, Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. How would Riley feel as a result of this? , Robin totally blocked Riley's view of the racy scene in the movie so she wouldn't get embarrassed or whatever.  How would Riley feel as a result of this? ,2,1,1,0.09718382358551025,0.8059648871421814
45,45, Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. What does Quinn need to do before this? ," Quinn secretly handed Jordan a surprise gift, giving them a big hug before revealing it.  What does Quinn need to do before this? ",1,1,0,0.1336677074432373,0.9776196479797363
46,46, Bailey passed Jesse on his driving examination after he passed with flying colors. What does Bailey need to do before this? , Bailey totally crushed Jesse on his driving examination after acing it with ease!  What does Bailey need to do before this? ,0,0,0,0.11772608757019043,0.8647664785385132
47,47, Austin was taking a test and found it difficult at first. How would you describe Austin? ," Austin was totally struggling with that test at first, but he pushed through and did his best.  How would you describe Austin? ",0,2,2,0.17654180526733398,0.9632642269134521
48,48," Quinn was playing and froliking in the snow, making snow angels and snowballs. How would you describe Quinn? "," Quinn was totally lit playing and vibin' in the snow, makin' sick snow angels and throwin' snowballs like a boss!  How would you describe Quinn? ",2,2,2,0.157853364944458,1.087793231010437
49,49, Tracy gave money to my friend who needed it but failed to by it back as they promised. What will happen to Tracy? ," Tracy gave my homie some cash when they were in a tight spot, but they didn't follow through on their promise to pay her back.  What will happen to Tracy? ",1,1,2,0.11567103862762451,0.7843013405799866
50,50, Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. How would you describe Cameron? ," Cameron was totally stoked with Bailey's research paper. Like, she nailed it!  How would you describe Cameron? ",0,0,1,0.1277785301208496,0.9029275178909302
51,51," Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. What will Skylar want to do next? "," Skylar was totally bugging out when the bully shoved them in the lunch line, so they poured milk all over the jerk's head! 😡  What will Skylar want to do next? ",1,1,0,0.07978940010070801,0.8182551860809326
52,52," Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. How would you describe Remy? "," Remy hooked you up with Skylar's Netflix account, so you don't have to shell out cash for your own subscription!  How would you describe Remy? ",1,1,2,0.12075543403625488,0.8034034371376038
53,53, Skylar was on the phone while at the national park. They lent little attention to the view. What will Skylar want to do next? ," Skylar was totally absorbed in their phone call while at the park, almost missing out on the breathtaking views.  What will Skylar want to do next? ",2,0,0,0.0703500509262085,0.6375425457954407
54,54," Sydney works as a preschool teacher, and helped trace Robin's fingers. Why did Sydney do this? ", Sydney is a preschool teacher who assisted in tracing Robin's finger movements.  Why did Sydney do this? ,2,1,2,0.12142109870910645,0.9641919136047363
55,55, Jan was pregnant and she gave birth to a beautiful baby daughter. How would you describe Jan? , Jan was totally expecting a new addition to the family and voila! She delivered a precious princess! 👶❤️  How would you describe Jan? ,0,0,0,0.1121942400932312,0.8487623929977417
56,56, Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. What will Kendall want to do next? , Kendall was totally into house plants and would always overwater them to make sure the fluoride was gone!  What will Kendall want to do next? ,0,0,0,0.08450567722320557,0.713477373123169
57,57," Knowing skylar would want to go too, Kendall took Skylar into account. Why did Kendall do this? "," Since Skylar would totally be down for it too, Kendall thought about her buddy before making plans.  Why did Kendall do this? ",0,0,2,0.12893855571746826,0.9974380731582642
58,58, Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. What will Casey want to do next? , Aubrey was a badass cop who nailed Casey for speeding in a construction zone.  What will Casey want to do next? ,0,0,2,0.1090744137763977,0.8244384527206421
59,59, Riley granted Jan the highest title of the kingdom and celebrated with a feast. What will Jan want to do next? , Riley totally showed up Jan with the sickest title in the kingdom and threw a lit feast to celebrate! 🎉👑  What will Jan want to do next? ,1,1,0,0.08386468887329102,0.7728861570358276
60,60," After being kicked out of the house by his parents, Jordan needed a place to live. How would you describe Jordan? "," After getting kicked out of his parents' house, Jordan was in dire need of a new place to crash.  How would you describe Jordan? ",0,0,1,0.2450839877128601,0.9907522797584534
61,61, Remy gave birth to a baby girl on a Saturday afternoon. What does Remy need to do before this? ," Remy just had a baby girl on a Saturday afternoon, like, omg!  What does Remy need to do before this? ",2,2,2,0.1192173957824707,0.8923631906509399
62,62, Alex was no longer raising Sasha but she did give birth to Sasha. What will Alex want to do next? ," Alex had Sasha but then stopped taking care of her, even though she was the one who gave birth to her.  What will Alex want to do next? ",1,1,1,0.09448015689849854,0.7915460467338562
63,63, Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. How would Robin feel afterwards? ," Jordan hooked Robin up with some sick interview tips, 'cause he had already been there and done that at the company.  How would Robin feel afterwards? ",2,2,2,0.08048230409622192,0.7047211527824402
64,64, Cameron went out of her way to buy food for the homeless. How would Cameron feel afterwards? , Cameron totally went above and beyond to score some grub for the homeless dudes on the street. She's totes an angel!  How would Cameron feel afterwards? ,2,2,2,0.06185406446456909,0.5780851244926453
65,65, Sydney played Kendall's heart when she pretended to be interested in him at the party. What will happen to Kendall? , Sydney totally crushed Kendall's feelings when she faked her interest in him at the party. 💔  What will happen to Kendall? ,0,1,0,0.11128383874893188,0.8341313600540161
66,66, Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. What will happen to Cameron? ," Cameron's parents threatened to ground them if they didn't do well in school, so Cameron tried their best.  What will happen to Cameron? ",1,1,1,0.10361707210540771,0.7577345967292786
67,67, Jan took me to NYC to celebrate my birthday before the baby was born. What will Others want to do after? ," OMG, Jan took me on this epic birthday trip to NYC before the baby arrived! It was like, the ultimate pre-baby celebration!  What will Others want to do after? ",1,1,1,0.07835417985916138,0.7191139459609985
68,68, It was a pretty sunny day outside. Quinn walked instead. What does Quinn need to do before this? ," It was a totally gorgeous day outside, you know? Quinn decided to take a stroll instead.  What does Quinn need to do before this? ",0,2,2,0.13745146989822388,0.8244034647941589
69,69, Kai was grounded after wrecking his mother's car so he handed back the keys. What will Kai want to do next? ," Kai got banned from driving his mom's whip after he totaled it, so he gave back the keys.  What will Kai want to do next? ",2,2,0,0.09022390842437744,0.6882473230361938
70,70, Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. Why did Jordan do this? ," Jordan got his leg chomped off by a shark while he was ripping it up on the waves. Despite the gnarly injury, Jordan kept a positive attitude.  Why did Jordan do this? ",1,1,2,0.05858123302459717,0.6406993269920349
71,71, Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. How would Skylar feel as a result? , Kendall was aware that Skylar had a super hectic work schedule and needed to make sure the vacation planning took that into account.  How would Skylar feel as a result? ,0,0,0,0.09182369709014893,0.7887271642684937
72,72, But she didn't want to be on the team so walked off the court. Why did Aubrey do this? ," But she wasn't down with being on the team, so she just walked away from the court.  Why did Aubrey do this? ",2,2,0,0.1353355050086975,0.8896254897117615
73,73, Carson was at a friend's house across town from where he lived playing video games. How would Carson feel afterwards? ," Carson was hanging out at his buddy's crib, totally immersed in a gaming marathon on the latest console.  How would Carson feel afterwards? ",0,2,0,0.10060369968414307,0.7465795278549194
74,74, Kendall took their dog to the new dog park in the neighborhood. What will Kendall want to do next? , Kendall totally took their pup to the fresh new dog park in our 'hood!  What will Kendall want to do next? ,2,2,2,0.11118930578231812,0.9886505007743835
75,75," Robin's brother was hungry, too, so Robin cut the sandwich in half. How would Robin feel afterwards? "," Robin's bro was starvin', too, so she cut the sammie in half.  How would Robin feel afterwards? ",0,0,0,0.08106130361557007,0.7138505578041077
76,76, Addison regarded every girl as somebody who should be treated by their actions. How would Others feel as a result? ," Addison thought every girl should be treated based on what they do, not just who they are.  How would Others feel as a result? ",1,1,1,0.0851331353187561,0.6283755898475647
77,77, Remy challenged them to a game and then beat them so much. How would they feel as a result? , Remy totally crushed them in the game and it wasn't even close!  How would they feel as a result? ,1,1,0,0.08701229095458984,0.6489461660385132
78,78, Casey gave some money to Jesse so she could go to the movie. How would you describe Casey? , Casey hooked Jesse up with some cash so she could catch the latest flick.  How would you describe Casey? ,0,0,2,0.1705998182296753,0.9719761610031128
79,79, Lee gave birth to ten babies over a span of ten years. How would you describe Lee? ," Lee totally slayed the baby-making game, delivering ten little munchkins over the course of a decade!  How would you describe Lee? ",1,1,2,0.10940361022949219,0.7638285160064697
80,80, Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. How would Others feel as a result? , Cameron was totally overdressed for the hot weather and he must have felt like a total sweatball outside.  How would Others feel as a result? ,0,0,1,0.08037912845611572,0.7081077098846436
